Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote,Unnamed: 8
INFO,IHS Markit Ltd.,77.17,30620000000,1996.0,Technology,"Computer Software: Programming, Data Processing",https://old.nasdaq.com/symbol/info,
IIVI,II-VI Incorporated,36.49,3780000000,1987.0,Capital Goods,Electronic Components,https://old.nasdaq.com/symbol/iivi,
IKNX,Ikonics Corporation,3.51,6940000,,Miscellaneous,Industrial Machinery/Components,https://old.nasdaq.com/symbol/iknx,
ITW,Illinois Tool Works Inc.,195.46,6180000000,,Technology,Industrial Machinery/Components,https://old.nasdaq.com/symbol/itw,
ILMN,"Illumina, Inc.",349.93,51090000000,2000.0,Capital Goods,Biotechnology: Laboratory Analytical Instruments,https://old.nasdaq.com/symbol/ilmn,
IMAB,I-MAB,37.55,2170000000,2020.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/imab,
IMAC,"IMAC Holdings, Inc.",0.8001,9470000,2019.0,Health Care,Medical Specialities,https://old.nasdaq.com/symbol/imac,
ISNS,"Image Sensing Systems, Inc.",3.81,20340000,1995.0,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/isns,
IMRA,IMARA Inc.,21.84,378370000,2020.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/imra,
IMAX,Imax Corporation,13.46,792220000,,Miscellaneous,Industrial Machinery/Components,https://old.nasdaq.com/symbol/imax,
IMBI,"iMedia Brands, Inc.",6.74,84530000,,Consumer Services,Catalog/Specialty Distribution,https://old.nasdaq.com/symbol/imbi,
IMTX,Immatics N.V.,9.12,573730000,,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/imtx,
IMMR,Immersion Corporation,8.34,22430000,1999.0,Technology,Computer peripheral equipment,https://old.nasdaq.com/symbol/immr,
ICCC,ImmuCell Corporation,5.2,37510000,1987.0,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,https://old.nasdaq.com/symbol/iccc,
IMUX,"Immunic, Inc. ",16.23,336260000,2014.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/imux,
IMGN,"ImmunoGen, Inc.",3.87,675480000,1989.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/imgn,
IMMU,"Immunomedics, Inc.",42.25,9770000000,,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,https://old.nasdaq.com/symbol/immu,
IMVT,"Immunovant, Inc. ",37.54,3070000000,2019.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/imvt,
IMRN,Immuron Limited,7.74,42750000,2017.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/imrn,
IMMP,Immutep Limited,1.61,78510000,,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/immp,
IMH,"Impac Mortgage Holdings, Inc.",1.225,26010000,1997.0,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/imh,
IMO,Imperial Oil Limited,14.59,10710000000,,Energy,Integrated oil Companies,https://old.nasdaq.com/symbol/imo,
PI,"Impinj, Inc.",25.92,592410000,2016.0,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/pi,
IMV,IMV Inc.,4.3,285870000,,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/imv,
NARI,"Inari Medical, Inc.",75.55,3670000000,2020.0,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/nari,
IOR,"Income Opportunity Realty Investors, Inc.",15.575,64920000,,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/ior,
INCY,Incyte Corporation,88.0,19250000000,,Health Care,Biotechnology: Commercial Physical & Biological Resarch,https://old.nasdaq.com/symbol/incy,
ICD,"Independence Contract Drilling, Inc.",2.16,11190000,2014.0,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/icd,
IHC,Independence Holding Company,38.83,569580000,,Finance,Life Insurance,https://old.nasdaq.com/symbol/ihc,
IRT,"Independence Realty Trust, Inc.",11.22,1060000000,2013.0,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/irt,
INDB,Independent Bank Corp.,56.18,1850000000,,Finance,Major Banks,https://old.nasdaq.com/symbol/indb,
IBCP,Independent Bank Corporation,14.01,306550000,,Finance,Major Banks,https://old.nasdaq.com/symbol/ibcp,
IBTX,"Independent Bank Group, Inc",45.55,1970000000,2013.0,Finance,Major Banks,https://old.nasdaq.com/symbol/ibtx,
IFN,"India Fund, Inc. (The)",16.65,447960000,,,,https://old.nasdaq.com/symbol/ifn,
IGC,India Globalization Capital Inc.,1.12,46140000,,Technology,Electronic Components,https://old.nasdaq.com/symbol/igc,
INDO,Indonesia Energy Corporation Limited,4.29,31780000,2019.0,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/indo,
ILPT,Industrial Logistics Properties Trust,21.75,1420000000,2018.0,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/ilpt,
IBA,"Industrias Bachoco, S.A. de C.V.",38.49,1920000000,1997.0,Consumer Non-Durables,Meat/Poultry/Fish,https://old.nasdaq.com/symbol/iba,
INFN,Infinera Corporation,6.26,1170000000,2007.0,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/infn,
INFI,"Infinity Pharmaceuticals, Inc.",1.03,60640000,,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/infi,
IFRX,InflaRx N.V.,3.73,97370000,2017.0,,,https://old.nasdaq.com/symbol/ifrx,
III,"Information Services Group, Inc.",2.055,98810000,,Consumer Services,Professional Services,https://old.nasdaq.com/symbol/iii,
INFY,Infosys Limited,12.76,54120000000,,Technology,EDP Services,https://old.nasdaq.com/symbol/infy,
IEA,"Infrastructure and Energy Alternatives, Inc.",4.63,106250000,2016.0,Finance,Business Services,https://old.nasdaq.com/symbol/iea,
INFU,"InfuSystems Holdings, Inc.",13.72,277110000,,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/infu,
ING,"ING Group, N.V.",8.28,32290000000,1997.0,Finance,Commercial Banks,https://old.nasdaq.com/symbol/ing,
IR,Ingersoll Rand Inc.,35.98,15010000000,2017.0,Technology,Industrial Machinery/Components,https://old.nasdaq.com/symbol/ir,
NGVT,Ingevity Corporation,56.87,2350000000,2016.0,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/ngvt,
IMKTA,"Ingles Markets, Incorporated",39.9,808370000,1987.0,Consumer Services,Food Chains,https://old.nasdaq.com/symbol/imkta,
INGR,Ingredion Incorporated,78.99,5290000000,,Consumer Non-Durables,Packaged Foods,https://old.nasdaq.com/symbol/ingr,
INBX,"Inhibrx, Inc.",17.1,644840000,2020.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/inbx,
INMD,INMODE LTD.,33.93,1110000000,2019.0,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://old.nasdaq.com/symbol/inmd,
INMB,INmune Bio Inc.,9.84,132330000,2019.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/inmb,
IPHA,Innate Pharma S.A.,3.92,309530000,2019.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/ipha,
INWK,"InnerWorkings, Inc.",2.84,150070000,2006.0,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/inwk,
INOD,Innodata Inc.,2.1,51360000,1993.0,Technology,EDP Services,https://old.nasdaq.com/symbol/inod,
IOSP,Innospec Inc.,67.12,1650000000,,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/iosp,
IIPR,"Innovative Industrial Properties, Inc.",121.62,2640000000,2016.0,Finance,Real Estate,https://old.nasdaq.com/symbol/iipr,
ISSC,"Innovative Solutions and Support, Inc.",8.01,136050000,2000.0,Technology,EDP Services,https://old.nasdaq.com/symbol/issc,
INVA,"Innoviva, Inc.",11.47,1160000000,,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/inva,
IHT,InnSuites Hospitality Trust,1.06,9690000,,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/iht,
INGN,"Inogen, Inc",27.08,597550000,2014.0,Health Care,Industrial Specialties,https://old.nasdaq.com/symbol/ingn,
INOV,"Inovalon Holdings, Inc.",24.03,3730000000,2015.0,Technology,EDP Services,https://old.nasdaq.com/symbol/inov,
INO,"Inovio Pharmaceuticals, Inc.",10.08,1690000000,,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/ino,
INZY,"Inozyme Pharma, Inc.",24.23,566130000,2020.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/inzy,
IPHI,Inphi Corporation,103.26,5360000000,2010.0,Technology,Semiconductors,https://old.nasdaq.com/symbol/iphi,
INPX,Inpixon ,1.07,45220000,2014.0,Technology,EDP Services,https://old.nasdaq.com/symbol/inpx,
INSG,Inseego Corp.,10.93,1060000000,,Capital Goods,Telecommunications Equipment,https://old.nasdaq.com/symbol/insg,
NSIT,"Insight Enterprises, Inc.",56.1,1970000000,1995.0,Consumer Services,Catalog/Specialty Distribution,https://old.nasdaq.com/symbol/nsit,
INSI,Insight Select Income Fund,20.23,216660000,,,,https://old.nasdaq.com/symbol/insi,
ISIG,"Insignia Systems, Inc.",0.61,7440000,1991.0,Consumer Services,Advertising,https://old.nasdaq.com/symbol/isig,
INSM,"Insmed, Inc.",28.36,2880000000,,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/insm,
NSP,"Insperity, Inc.",62.91,2440000000,,Technology,Professional Services,https://old.nasdaq.com/symbol/nsp,
INSP,"Inspire Medical Systems, Inc.",127.47,3420000000,1998.0,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/insp,
INSE,"Inspired Entertainment, Inc.",3.19,73460000,2014.0,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/inse,
NSPR,InspireMD Inc.,0.3609,12040000,,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/nspr,
IBP,"Installed Building Products, Inc.",94.5,2820000000,2014.0,Basic Industries,Homebuilding,https://old.nasdaq.com/symbol/ibp,
IIIN,"Insteel Industries, Inc.",17.43,335710000,,Capital Goods,Steel/Iron Ore,https://old.nasdaq.com/symbol/iiin,
PODD,Insulet Corporation,211.59,13890000000,2007.0,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/podd,
INSU,Insurance Acquisition Corp.,12.77,263740000,2019.0,Consumer Durables,Automotive Aftermarket,https://old.nasdaq.com/symbol/insu,
NTEC,Intec Pharma Ltd.,0.2431,1920000,2015.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/ntec,
ITGR,Integer Holdings Corporation,64.28,2110000000,,Miscellaneous,Industrial Machinery/Components,https://old.nasdaq.com/symbol/itgr,
IART,Integra LifeSciences Holdings Corporation,43.39,3660000000,,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/iart,
ITRG,Integra Resources Corp.,3.427,163890000,,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/itrg,
IMTE,Integrated Media Technology Limited,3.65,13370000,,Consumer Non-Durables,Consumer Electronics/Appliances,https://old.nasdaq.com/symbol/imte,
INTC,Intel Corporation,49.28,209590000000,,Technology,Semiconductors,https://old.nasdaq.com/symbol/intc,
NTLA,"Intellia Therapeutics, Inc.",19.26,1130000000,2016.0,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,https://old.nasdaq.com/symbol/ntla,
IDN,"Intellicheck, Inc.",6.13,112370000,1999.0,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/idn,
INS,Intelligent Systems Corporation,36.8,328440000,1992.0,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/ins,
IPAR,"Inter Parfums, Inc.",40.7,1280000000,,Consumer Non-Durables,Package Goods/Cosmetics,https://old.nasdaq.com/symbol/ipar,
IBKR,"Interactive Brokers Group, Inc.",47.36,19740000000,2019.0,Finance,Investment Bankers/Brokers/Service,https://old.nasdaq.com/symbol/ibkr,
ICPT,"Intercept Pharmaceuticals, Inc.",41.7,1380000000,2012.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/icpt,
ICE,Intercontinental Exchange Inc.,98.23,55130000000,2005.0,Finance,Investment Bankers/Brokers/Service,https://old.nasdaq.com/symbol/ice,
IHG,Intercontinental Hotels Group,55.8,10190000000,,Consumer Services,Hotels/Resorts,https://old.nasdaq.com/symbol/ihg,
IFS,Intercorp Financial Services Inc.,22.88,2640000000,2019.0,Finance,Commercial Banks,https://old.nasdaq.com/symbol/ifs,
IDCC,"InterDigital, Inc.",58.73,1810000000,,Miscellaneous,Multi-Sector Companies,https://old.nasdaq.com/symbol/idcc,
TILE,"Interface, Inc.",6.81,398710000,,Consumer Durables,Home Furnishings,https://old.nasdaq.com/symbol/tile,
IBOC,International Bancshares Corporation,29.61,1870000000,,Finance,Major Banks,https://old.nasdaq.com/symbol/iboc,
IBM,International Business Machines Corporation,121.46,108170000000,,Technology,Computer Manufacturing,https://old.nasdaq.com/symbol/ibm,
IFF,"International Flavors & Fragrances, Inc.",121.03,12940000000,,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/iff,
IGT,International Game Technology,11.48,2350000000,2015.0,Consumer Services,Services-Misc. Amusement & Recreation,https://old.nasdaq.com/symbol/igt,
IGIC,International General Insurance Holdings Ltd.,7.0,339070000,2018.0,Finance,Specialty Insurers,https://old.nasdaq.com/symbol/igic,
IMXI,"International Money Express, Inc.",16.54,629320000,2017.0,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/imxi,
IP,International Paper Company,38.92,1530000000,,Basic Industries,Paper,https://old.nasdaq.com/symbol/ip,
INSW,"International Seaways, Inc.",16.88,472370000,2016.0,Consumer Services,Marine Transportation,https://old.nasdaq.com/symbol/insw,
THM,International Tower Hill Mines Ltd,1.29,249290000,,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/thm,
IDXG,"Interpace Biosciences, Inc.",3.2,12920000,,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/idxg,
IPV,InterPrivate Acquisition Corp.,9.84,305590000,2020.0,Finance,Business Services,https://old.nasdaq.com/symbol/ipv,
IPG,"Interpublic Group of Companies, Inc. (The)",17.3,6750000000,,Technology,Advertising,https://old.nasdaq.com/symbol/ipg,
XENT,"Intersect ENT, Inc.",18.75,613160000,2014.0,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/xent,
INTT,inTest Corporation,4.57,47710000,1997.0,Capital Goods,Electrical Products,https://old.nasdaq.com/symbol/intt,
IVAC,"Intevac, Inc.",6.05,142990000,1995.0,Technology,Industrial Machinery/Components,https://old.nasdaq.com/symbol/ivac,
ITCI,Intra-Cellular Therapies Inc.,27.65,1860000000,,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/itci,
IPI,"Intrepid Potash, Inc",9.3,123640000,2008.0,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),https://old.nasdaq.com/symbol/ipi,
IIN,IntriCon Corporation,11.9,106310000,,Capital Goods,Electrical Products,https://old.nasdaq.com/symbol/iin,
INTU,Intuit Inc.,315.0,82470000000,1993.0,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/intu,
ISRG,"Intuitive Surgical, Inc.",702.54,82220000000,2000.0,Health Care,Industrial Specialties,https://old.nasdaq.com/symbol/isrg,
INUV,"Inuvo, Inc",0.39299999999999996,38340000,,Consumer Services,Advertising,https://old.nasdaq.com/symbol/inuv,
IVC,Invacare Corporation,6.72,23130000,,Health Care,Industrial Specialties,https://old.nasdaq.com/symbol/ivc,
IVA,Inventiva S.A.,11.8,452870000,2020.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/iva,
VKI,Invesco Advantage Municipal Income Trust II,10.98,487420000,,,,https://old.nasdaq.com/symbol/vki,
VBF,Invesco Bond Fund,20.04,228190000,,,,https://old.nasdaq.com/symbol/vbf,
VCV,Invesco California Value Municipal Income Trust,12.5,598320000,,,,https://old.nasdaq.com/symbol/vcv,
VTA,Invesco Credit Opportunities Fund,9.3,585720000,2007.0,,,https://old.nasdaq.com/symbol/vta,
IHIT,Invesco High Income 2023 Target Term Fund,8.02,192730000,2016.0,,,https://old.nasdaq.com/symbol/ihit,
IHTA,Invesco High Income 2024 Target Term Fund,7.72,67770000,2017.0,,,https://old.nasdaq.com/symbol/ihta,
VLT,Invesco High Income Trust II,12.66,82220000,1989.0,,,https://old.nasdaq.com/symbol/vlt,
IVR,INVESCO MORTGAGE CAPITAL INC,2.71,49140000,2009.0,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/ivr,
OIA,Invesco Municipal Income Opportunities Trust,7.46,354750000,,,,https://old.nasdaq.com/symbol/oia,
VMO,Invesco Municipal Opportunity Trust,12.51,843360000,,,,https://old.nasdaq.com/symbol/vmo,
VKQ,Invesco Municipal Trust,12.36,683760000,,,,https://old.nasdaq.com/symbol/vkq,
VPV,Invesco Pennsylvania Value Municipal Income Trust,12.6,300250000,,,,https://old.nasdaq.com/symbol/vpv,
IVZ,Invesco Plc,10.7,4910000000,,Finance,Investment Managers,https://old.nasdaq.com/symbol/ivz,
IQI,Invesco Quality Municipal Income Trust,12.39,655230000,,,,https://old.nasdaq.com/symbol/iqi,
VVR,Invesco Senior Income Trust,3.67,561620000,1998.0,,,https://old.nasdaq.com/symbol/vvr,
VTN,Invesco Trust  for Investment Grade New York Municipal,12.59,245220000,,,,https://old.nasdaq.com/symbol/vtn,
VGM,Invesco Trust for Investment Grade Municipals,12.63,684870000,,,,https://old.nasdaq.com/symbol/vgm,
IIM,Invesco Value Municipal Income Trust,14.91,701610000,,,,https://old.nasdaq.com/symbol/iim,
ISTR,Investar Holding Corporation,13.75,149060000,2014.0,Finance,Major Banks,https://old.nasdaq.com/symbol/istr,
ICMB,"Investcorp Credit Management BDC, Inc.",3.315,46030000,2014.0,,,https://old.nasdaq.com/symbol/icmb,
ISBC,"Investors Bancorp, Inc.",7.725,1930000000,,Finance,Major Banks,https://old.nasdaq.com/symbol/isbc,
IRET,Investors Real Estate Trust,67.7,868370000,,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/iret,
ITIC,Investors Title Company,134.0,253580000,,Finance,Specialty Insurers,https://old.nasdaq.com/symbol/itic,
NVTA,Invitae Corporation,32.53,4290000000,2015.0,Health Care,Medical Specialities,https://old.nasdaq.com/symbol/nvta,
INVH,Invitation Homes Inc.,28.49,15970000000,2017.0,Finance,Real Estate,https://old.nasdaq.com/symbol/invh,
NVIV,InVivo Therapeutics Holdings Corp.,1.26,6150000,,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/nviv,
IO,Ion Geophysical Corporation,1.42,21310000,,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/io,
IONS,"Ionis Pharmaceuticals, Inc.",51.97,7260000000,,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/ions,
IOVA,"Iovance Biotherapeutics, Inc.",31.7,4640000000,,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/iova,
IPGP,IPG Photonics Corporation,158.53,8440000000,2006.0,Technology,Semiconductors,https://old.nasdaq.com/symbol/ipgp,
IQ,"iQIYI, Inc.",21.32,15640000000,2018.0,Consumer Services,Consumer Electronics/Video Chains,https://old.nasdaq.com/symbol/iq,
IQV,"IQVIA Holdings, Inc.",159.53,30510000000,2013.0,Health Care,Biotechnology: Commercial Physical & Biological Resarch,https://old.nasdaq.com/symbol/iqv,
IRMD,iRadimed Corporation,22.25,272480000,2014.0,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/irmd,
IRTC,"iRhythm Technologies, Inc.",210.29,6030000000,2016.0,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/irtc,
IRIX,IRIDEX Corporation,1.9,26390000,1996.0,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://old.nasdaq.com/symbol/irix,
IRDM,Iridium Communications Inc,27.77,3680000000,,Capital Goods,Telecommunications Equipment,https://old.nasdaq.com/symbol/irdm,
IRBT,iRobot Corporation,77.02,2160000000,2005.0,Consumer Durables,Consumer Electronics/Appliances,https://old.nasdaq.com/symbol/irbt,
IRM,Iron Mountain Incorporated,29.82,8590000000,,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/irm,
IRWD,"Ironwood Pharmaceuticals, Inc.",9.73,1560000000,2010.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/irwd,
IRS,IRSA Inversiones Y Representaciones S.A.,3.06,177070000,,Consumer Services,Homebuilding,https://old.nasdaq.com/symbol/irs,
IRCP,IRSA Propiedades Comerciales S.A.,8.05,25360000,,Consumer Services,Building operators,https://old.nasdaq.com/symbol/ircp,
ISR,"IsoRay, Inc.",0.63,42620000,,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/isr,
ISDR,Issuer Direct Corporation,17.05,63670000,,Miscellaneous,Publishing,https://old.nasdaq.com/symbol/isdr,
STAR          ,iStar Inc.,12.01,902470000,,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/star,
ITP,"IT Tech Packaging, Inc.",0.446,12720000,,Consumer Durables,Containers/Packaging,https://old.nasdaq.com/symbol/itp,
ITCB,Ita? CorpBanca,4.64,1590000000,,Finance,Commercial Banks,https://old.nasdaq.com/symbol/itcb,
ITMR,Itamar Medical Ltd.,20.75,292880000,,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/itmr,
ITUB,Itau Unibanco Banco Holding SA,4.41,43050000000,,Finance,Major Banks,https://old.nasdaq.com/symbol/itub,
ITOS,"iTeos Therapeutics, Inc.",29.67,1040000000,2020.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/itos,
ITI,"Iteris, Inc.",4.16,170250000,,Capital Goods,Telecommunications Equipment,https://old.nasdaq.com/symbol/iti,
ITRM,Iterum Therapeutics plc,0.6,12740000,2018.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/itrm,
ITRI,"Itron, Inc.",58.08,2340000000,1993.0,Capital Goods,Electrical Products,https://old.nasdaq.com/symbol/itri,
ITT,ITT Inc.,62.61,5410000000,2011.0,Capital Goods,Fluid Controls,https://old.nasdaq.com/symbol/itt,
ITRN,Ituran Location and Control Ltd.,13.37,313870000,2005.0,Technology,Electronic Components,https://old.nasdaq.com/symbol/itrn,
ISEE,"IVERIC bio, Inc.",4.94,442140000,2013.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/isee,
IVH,Ivy High Income Opportunities Fund,12.1,20050000,2013.0,,,https://old.nasdaq.com/symbol/ivh,
IZEA,"IZEA Worldwide, Inc.",0.9479,45890000,,Consumer Services,Advertising,https://old.nasdaq.com/symbol/izea,
JJSF,J & J Snack Foods Corp.,134.65,2540000000,1986.0,Consumer Non-Durables,Specialty Foods,https://old.nasdaq.com/symbol/jjsf,
JPM,J P Morgan Chase & Co,101.07,308020000000,,Finance,Major Banks,https://old.nasdaq.com/symbol/jpm,
JAX,"J. Alexander&#39;s Holdings, Inc.",4.26,63950000,2015.0,Consumer Services,Restaurants,https://old.nasdaq.com/symbol/jax,
JILL,"J. Jill, Inc.",0.4993,22380000,2017.0,Consumer Non-Durables,Apparel,https://old.nasdaq.com/symbol/jill,
MAYS,"J. W. Mays, Inc.",18.65,37590000,,Consumer Services,Building operators,https://old.nasdaq.com/symbol/mays,
JBHT,"J.B. Hunt Transport Services, Inc.",135.12,14260000000,,Transportation,Trucking Freight/Courier Services,https://old.nasdaq.com/symbol/jbht,
SJM,J.M. Smucker Company (The),113.31,12930000000,,Consumer Non-Durables,Packaged Foods,https://old.nasdaq.com/symbol/sjm,
JCOM,"j2 Global, Inc.",72.35,3440000000,1999.0,Technology,Telecommunications Equipment,https://old.nasdaq.com/symbol/jcom,
JBL,Jabil Inc.,30.69,4620000000,1993.0,Technology,Electrical Products,https://old.nasdaq.com/symbol/jbl,
JKHY,"Jack Henry & Associates, Inc.",155.78,11940000000,1985.0,Technology,EDP Services,https://old.nasdaq.com/symbol/jkhy,
JACK,Jack In The Box Inc.,82.47,1870000000,,Consumer Services,Restaurants,https://old.nasdaq.com/symbol/jack,
J,Jacobs Engineering Group Inc.,92.8,12080000000,,Basic Industries,Military/Government/Technical,https://old.nasdaq.com/symbol/j,
JAGX,"Jaguar Health, Inc.",0.406,17290000,2015.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/jagx,
JAKK,"JAKKS Pacific, Inc.",4.12,17490000,1996.0,Consumer Non-Durables,Recreational Products/Toys,https://old.nasdaq.com/symbol/jakk,
JHX,James Hardie Industries plc.,22.35,990000000,,Capital Goods,Building Materials,https://old.nasdaq.com/symbol/jhx,
JRVR,"James River Group Holdings, Ltd.",47.13,1440000000,2014.0,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/jrvr,
JAMF,Jamf Holding Corp.,33.06,3850000000,2020.0,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/jamf,
JAN,JanOne Inc.,5.91,11960000,,Consumer Services,Home Furnishings,https://old.nasdaq.com/symbol/jan,
JHG,Janus Henderson Group plc,19.21,3530000000,2017.0,Finance,Investment Managers,https://old.nasdaq.com/symbol/jhg,
JOF,Japan Smaller Capitalization Fund Inc,8.33,236020000,1990.0,,,https://old.nasdaq.com/symbol/jof,
JWS,Jaws Acquisition Corp.,10.44,900450000,2020.0,Finance,Business Services,https://old.nasdaq.com/symbol/jws,
JAZZ,Jazz Pharmaceuticals plc,136.8,7590000000,2007.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/jazz,
JBGS,JBG SMITH Properties,26.49,3540000000,2017.0,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/jbgs,
JD,"JD.com, Inc.",74.18,115360000000,2014.0,Consumer Services,Other Specialty Stores,https://old.nasdaq.com/symbol/jd,
JEF,Jefferies Financial Group Inc.,17.24,460000000,,Finance,Investment Bankers/Brokers/Service,https://old.nasdaq.com/symbol/jef,
JELD,"JELD-WEN Holding, Inc.",20.69,2080000000,2017.0,Basic Industries,Forest Products,https://old.nasdaq.com/symbol/jeld,
JRSH,"Jerash Holdings (US), Inc.",4.82,54590000,2018.0,Consumer Non-Durables,Apparel,https://old.nasdaq.com/symbol/jrsh,
JCAP,"Jernigan Capital, Inc.",17.21,400360000,2015.0,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/jcap,
JBLU,JetBlue Airways Corporation,12.34,3360000000,2002.0,Transportation,Air Freight/Delivery Services,https://old.nasdaq.com/symbol/jblu,
JCTCF,Jewett-Cameron Trading Company,7.27,25310000,,Consumer Services,RETAIL: Building Materials,https://old.nasdaq.com/symbol/jctcf,
JT,Jianpu Technology Inc.,0.5347,9040000,2017.0,Technology,"Computer Software: Programming, Data Processing",https://old.nasdaq.com/symbol/jt,
JFIN,Jiayin Group Inc.,2.55,137760000,2019.0,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/jfin,
JKS,JinkoSolar Holding Company Limited,21.14,939180000,2010.0,Technology,Semiconductors,https://old.nasdaq.com/symbol/jks,
JMP,JMP Group LLC,2.32,45530000,2007.0,Finance,Investment Bankers/Brokers/Service,https://old.nasdaq.com/symbol/jmp,
JBSS,"John B. Sanfilippo & Son, Inc.",76.68,875660000,1991.0,Consumer Non-Durables,Specialty Foods,https://old.nasdaq.com/symbol/jbss,
