Date,FB_Open,FB_High,FB_Low,FB_Close,FB_Volume,FB_Dividends,FB_Stock Splits,AAPL_Open,AAPL_High,AAPL_Low,AAPL_Close,AAPL_Volume,AAPL_Dividends,AAPL_Stock Splits,AMZN_Open,AMZN_High,AMZN_Low,AMZN_Close,AMZN_Volume,AMZN_Dividends,AMZN_Stock Splits,NFLX_Open,NFLX_High,NFLX_Low,NFLX_Close,NFLX_Volume,NFLX_Dividends,NFLX_Stock Splits,GOOGL_Open,GOOGL_High,GOOGL_Low,GOOGL_Close,GOOGL_Volume,GOOGL_Dividends,GOOGL_Stock Splits,MSFT_Open,MSFT_High,MSFT_Low,MSFT_Close,MSFT_Volume,MSFT_Dividends,MSFT_Stock Splits
2019-04-08,175.21,175.5,174.23,174.93,7297400,0,0,48.25,49.19,48.23,49.16,103526800,0.0,0.0,1833.23,1850.2,1825.11,1849.86,3752800,0,0,365.11,365.94,359.93,361.41,4653800,0,0,1211.11,1213.95,1204.7,1208.28,1087500,0,0,117.63,117.84,116.48,117.75,15116200,0.0,0
2019-04-09,175.62,179.19,175.55,177.58,19751000,0,0,49.21,49.83,48.94,49.01,143072800,0.0,0.0,1845.49,1853.09,1831.78,1835.84,3714400,0,0,360.54,366.74,359.0,364.71,5439200,0,0,1201.89,1207.15,1198.38,1202.69,983400,0,0,116.47,117.37,116.43,117.11,17612000,0.0,0
2019-04-10,178.18,178.79,176.54,177.82,11701500,0,0,48.81,49.31,48.69,49.28,86781200,0.0,0.0,1841.0,1848.0,1828.81,1847.33,2964000,0,0,365.79,368.85,362.25,363.92,4545600,0,0,1205.09,1208.94,1200.66,1206.45,775500,0,0,117.58,118.16,117.37,118.01,16477200,0.0,0
2019-04-11,178.24,178.4,177.0,177.51,8071000,0,0,49.34,49.38,48.75,48.87,83603200,0.0,0.0,1848.7,1849.95,1840.31,1844.07,2654800,0,0,365.0,370.12,360.81,367.65,6526900,0,0,1208.9,1212.74,1204.54,1209.59,849900,0,0,118.35,118.65,117.74,118.14,14209100,0.0,0
2019-04-12,178.0,179.63,177.95,179.1,12329800,0,0,48.94,49.17,48.2,48.85,111042800,0.0,0.0,1848.4,1851.5,1841.3,1843.06,3114400,0,0,360.69,361.75,349.36,351.14,15646200,0,0,1215.62,1223.05,1213.29,1222.73,1215600,0,0,118.45,118.78,118.18,118.75,19745100,0.0,0
2019-04-15,178.5,180.5,176.87,179.65,10834800,0,0,48.78,49.1,48.64,48.94,70146400,0.0,0.0,1842.0,1846.85,1818.9,1844.87,3724400,0,0,350.71,352.21,342.27,348.87,8842300,0,0,1224.09,1229.3,1214.56,1226.53,1189800,0,0,118.74,119.37,118.38,118.85,15792600,0.0,0
2019-04-16,179.0,180.17,178.3,178.87,11215200,0,0,49.0,49.47,48.78,48.95,102785600,0.0,0.0,1851.35,1869.77,1848.0,1863.04,3044600,0,0,355.0,364.48,352.72,359.46,18740200,0,0,1230.0,1235.98,1225.04,1231.91,1131100,0,0,119.43,119.44,117.92,118.58,14071800,0.0,0
2019-04-17,179.6,180.74,178.36,178.78,9973700,0,0,49.02,49.96,48.79,49.9,115627200,0.0,0.0,1872.99,1876.47,1860.44,1864.82,2893500,0,0,365.05,368.76,350.6,354.74,18054100,0,0,1237.0,1245.1,1232.9,1240.14,1518300,0,0,119.04,119.64,118.35,119.56,19300900,0.0,0
2019-04-18,178.8,178.88,177.34,178.28,11655600,0,0,49.9,50.15,49.75,50.08,96783200,0.0,0.0,1868.79,1870.82,1859.48,1861.69,2749900,0,0,355.0,360.41,351.64,360.35,8353200,0,0,1245.0,1245.94,1239.41,1241.47,1237500,0,0,119.97,121.28,119.1,121.13,27991000,0.0,0
2019-04-22,178.25,181.67,178.25,181.44,13389900,0,0,49.83,50.35,49.71,50.25,77758000,0.0,0.0,1855.4,1888.42,1845.64,1887.31,3373800,0,0,359.7,377.69,359.0,377.34,11980500,0,0,1236.67,1254.34,1233.37,1253.76,954200,0,0,120.39,121.75,120.34,121.51,15648700,0.0,0
2019-04-23,182.74,184.22,181.48,183.78,19954800,0,0,50.22,51.04,50.09,50.97,93292000,0.0,0.0,1891.2,1929.26,1889.58,1923.77,4640400,0,0,375.45,384.8,374.71,381.89,10089800,0,0,1256.64,1274.43,1251.97,1270.59,1593400,0,0,121.84,123.3,121.58,123.16,24025500,0.0,0
2019-04-24,184.49,185.14,181.65,182.58,37289900,0,0,50.94,51.22,50.86,50.89,70162400,0.0,0.0,1925.0,1929.69,1898.16,1901.75,3675800,0,0,381.07,381.9,373.27,374.23,6541900,0,0,1270.59,1274.0,1259.81,1260.05,1169800,0,0,123.5,123.56,122.26,122.74,31257000,0.0,0
2019-04-25,196.98,198.48,192.12,193.26,54148800,0,0,50.81,51.04,50.39,50.43,74172800,0.0,0.0,1917.0,1922.45,1900.31,1902.25,6099100,0,0,374.49,374.76,365.7,368.33,6255500,0,0,1270.3,1272.8,1258.0,1267.34,1567200,0,0,127.7,128.98,126.49,126.8,38033900,0.0,0
2019-04-26,192.5,192.9,189.09,191.49,22075000,0,0,50.34,50.36,49.65,50.19,74596400,0.0,0.0,1929.0,1951.0,1898.0,1950.63,8432600,0,0,368.35,375.14,366.24,374.85,5621900,0,0,1273.38,1278.91,1265.0,1277.42,1361400,0,0,127.34,128.15,126.68,127.53,23654900,0.0,0
2019-04-29,190.95,195.41,190.65,194.78,19641300,0,0,50.21,50.6,50.08,50.26,88818800,0.0,0.0,1949.0,1956.34,1934.09,1938.43,4021300,0,0,373.68,374.58,369.12,371.83,3821700,0,0,1280.51,1296.97,1271.71,1296.2,3618400,0,0,127.54,127.81,127.0,127.41,16324200,0.0,0
2019-04-30,194.19,197.39,192.28,193.4,23494700,0,0,49.88,49.97,48.91,49.3,186139600,0.0,0.0,1930.1,1935.71,1906.95,1926.52,3506000,0,0,369.56,374.5,368.35,370.54,3870100,0,0,1190.63,1200.98,1183.0,1198.96,6658900,0,0,127.45,128.32,127.04,128.23,24166500,0.0,0
2019-05-01,194.78,196.18,193.01,193.03,15996600,0,0,51.56,52.89,51.4,51.72,259309200,0.0,0.0,1933.09,1943.64,1910.55,1911.52,3117000,0,0,374.0,385.99,373.17,378.81,9257300,0,0,1197.5,1199.25,1171.68,1173.32,3717000,0,0,128.16,128.28,125.38,125.56,26821700,0.0,0
2019-05-02,193.0,194.0,189.75,192.53,13209500,0,0,51.55,52.24,51.13,51.38,127985200,0.0,0.0,1913.33,1921.55,1881.87,1900.82,3962900,0,0,378.0,383.5,374.51,379.06,5398200,0,0,1172.6,1179.38,1158.33,1166.51,2254900,0,0,125.65,125.67,123.24,123.92,27350200,0.0,0
2019-05-03,194.38,196.16,193.71,195.47,14575400,0,0,51.81,52.04,51.65,52.02,83569600,0.0,0.0,1949.0,1964.4,1936.0,1962.46,6381600,0,0,381.53,385.03,378.27,385.03,5130300,0,0,1177.41,1191.4,1173.55,1189.55,2079400,0,0,125.05,127.08,124.94,126.56,24911100,0.0,0
2019-05-06,191.24,194.28,190.55,193.88,13994900,0,0,50.19,51.3,49.99,51.22,129772400,0.0,0.0,1917.98,1959.0,1910.5,1950.55,5417800,0,0,377.69,381.35,376.0,378.67,5793100,0,0,1172.0,1195.43,1171.16,1193.46,1588700,0,0,124.09,126.22,123.82,125.82,24239800,0.0,0
2019-05-07,192.54,192.9,187.85,189.77,16253000,0,0,50.58,50.95,49.34,49.83,155054800,0.0,0.0,1939.99,1949.1,1903.38,1921.0,5902100,0,0,377.0,379.91,365.81,370.46,6974900,0,0,1185.81,1194.77,1165.0,1178.86,1830200,0,0,124.16,124.87,121.96,123.24,36017700,0.0,0
2019-05-08,189.39,190.72,188.55,189.54,12505700,0,0,49.6,50.44,49.56,49.84,105358000,0.0,0.0,1918.87,1935.37,1910.0,1917.77,4078600,0,0,367.92,369.0,361.36,364.37,6572000,0,0,1177.29,1184.27,1167.63,1170.78,1276000,0,0,123.16,124.07,122.48,123.23,28419000,0.0,0
2019-05-09,187.2,189.77,186.26,188.65,12967000,0,0,49.23,49.54,48.31,49.31,139634400,0.0,0.0,1900.0,1909.4,1876.0,1899.87,5308300,0,0,360.9,364.2,352.75,362.75,5882600,0,0,1162.6,1174.07,1154.64,1167.97,1477800,0,0,122.03,123.5,121.32,123.22,27235800,0.0,0
2019-05-10,188.25,190.0,184.59,188.34,12578500,0,0,48.69,49.04,47.54,48.63,164834800,0.1925,0.0,1898.0,1903.79,1856.0,1889.98,5718000,0,0,361.62,365.26,353.06,361.04,5657100,0,0,1168.84,1176.28,1146.37,1167.64,1582500,0,0,122.64,125.61,121.57,124.82,30915100,0.0,0
2019-05-13,183.5,185.43,180.84,181.54,16833300,0,0,46.29,46.73,45.09,45.8,229722400,0.0,0.0,1836.56,1846.54,1818.0,1822.68,5783400,0,0,352.29,354.26,343.1,345.26,8026700,0,0,1145.24,1151.97,1125.5,1136.59,2281300,0,0,121.85,123.27,120.8,121.11,33944900,0.0,0
2019-05-14,182.52,183.49,178.1,180.73,17628100,0,0,45.97,46.78,45.72,46.52,146118800,0.0,0.0,1839.5,1852.44,1815.75,1840.12,4629100,0,0,348.71,349.95,342.5,345.61,5353000,0,0,1142.32,1144.87,1123.53,1124.86,2019600,0,0,121.62,123.59,121.45,122.46,25266300,0.0,0
2019-05-15,180.42,187.28,180.02,186.27,16746900,0,0,45.94,47.29,45.87,47.08,106178800,0.0,0.0,1827.95,1874.43,1823.0,1871.15,4692600,0,0,343.34,356.5,341.39,354.99,6340100,0,0,1122.55,1178.3,1121.4,1170.8,2965100,0,0,122.45,124.87,121.9,124.19,24722700,0.46,0
2019-05-16,185.05,188.58,185.05,186.99,12953100,0,0,46.83,47.46,46.57,46.88,132125600,0.0,0.0,1885.94,1917.51,1882.29,1907.57,4707800,0,0,356.37,364.0,353.94,359.31,6441500,0,0,1171.84,1194.16,1168.45,1184.5,1765400,0,0,124.91,127.5,124.62,127.06,30112200,0.0,0
2019-05-17,184.84,187.58,184.28,185.3,10485400,0,0,46.1,47.08,46.06,46.61,131516400,0.0,0.0,1893.05,1910.53,1867.33,1869.0,4736600,0,0,356.39,359.62,353.79,354.45,4725400,0,0,1175.83,1186.29,1166.42,1168.78,1268100,0,0,126.44,128.56,126.06,126.21,25770500,0.0,0
2019-05-20,181.88,184.23,181.37,182.72,10352000,0,0,45.26,45.46,44.46,45.15,154449200,0.0,0.0,1852.69,1867.78,1835.54,1858.97,3798200,0,0,351.23,352.42,345.4,348.11,4621500,0,0,1153.0,1153.0,1138.14,1144.66,1530100,0,0,124.68,125.74,123.93,124.39,23706900,0.0,0
2019-05-21,184.57,185.7,183.89,184.82,7502800,0,0,45.68,46.36,45.55,46.02,113459200,0.0,0.0,1874.79,1879.0,1846.0,1857.52,4005100,0,0,350.95,356.43,349.93,354.27,4026400,0,0,1154.48,1158.0,1143.31,1154.44,1028100,0,0,125.58,125.68,124.74,125.06,15293300,0.0,0
2019-05-22,184.73,186.74,183.61,185.32,9213800,0,0,45.54,45.8,45.02,45.07,118994400,0.0,0.0,1851.78,1871.49,1851.0,1859.68,2936600,0,0,358.01,370.46,357.3,359.73,6229400,0,0,1151.25,1163.78,1151.0,1155.85,941300,0,0,124.78,126.38,124.68,125.81,15396500,0.0,0
2019-05-23,182.42,183.9,179.67,180.87,12768800,0,0,44.34,44.52,43.85,44.31,146118800,0.0,0.0,1836.59,1844.0,1804.2,1815.48,4424300,0,0,355.5,357.42,347.7,352.21,5630400,0,0,1146.07,1150.05,1133.16,1145.34,1260700,0,0,124.37,124.45,122.93,124.35,23603800,0.0,0
2019-05-24,182.33,183.63,180.83,181.06,8807700,0,0,44.44,44.92,44.05,44.14,94858800,0.0,0.0,1835.89,1841.76,1817.85,1823.28,3369700,0,0,355.41,359.44,353.79,354.39,3831000,0,0,1152.0,1154.36,1136.71,1138.61,927700,0,0,125.06,125.57,124.14,124.4,14123400,0.0,0
2019-05-28,181.54,184.71,181.45,184.31,14843300,0,0,44.12,44.53,43.87,43.95,111792800,0.0,0.0,1832.75,1849.27,1827.35,1836.43,3200000,0,0,354.39,361.2,353.65,355.06,4717100,0,0,1141.48,1156.49,1138.67,1139.56,1047400,0,0,125.13,126.14,124.22,124.33,23128400,0.0,0
2019-05-29,183.5,184.56,181.35,182.19,12797700,0,0,43.51,44.23,43.4,43.74,113924800,0.0,0.0,1823.12,1830.0,1807.53,1819.19,4279000,0,0,353.6,353.85,345.9,349.19,5658900,0,0,1132.7,1135.0,1111.95,1119.94,1811500,0,0,123.56,123.57,122.24,123.12,22763100,0.0,0
2019-05-30,183.08,183.48,180.89,183.01,8581500,0,0,43.88,44.2,43.57,43.97,84873600,0.0,0.0,1825.49,1829.47,1807.83,1816.32,3146900,0,0,350.55,354.21,348.3,351.85,4008000,0,0,1120.15,1126.8,1115.9,1121.41,904400,0,0,123.44,123.93,122.97,123.9,16829600,0.0,0
2019-05-31,180.28,180.54,177.16,177.47,15226500,0,0,43.46,43.89,43.15,43.17,108174400,0.0,0.0,1790.01,1795.59,1772.7,1775.07,4618800,0,0,347.22,349.34,342.92,343.28,5023400,0,0,1105.64,1113.4,1103.35,1106.5,1579100,0,0,122.42,122.81,121.53,121.88,26646800,0.0,0
2019-06-03,175.0,175.05,161.01,164.15,56059600,0,0,43.3,43.88,41.99,42.74,161584400,0.0,0.0,1760.01,1766.29,1672.0,1692.69,9098700,0,0,343.56,347.66,332.65,336.63,7849600,0,0,1066.93,1067.0,1027.03,1038.74,4844500,0,0,122.05,122.56,117.28,118.1,37983600,0.0,0
2019-06-04,163.71,168.28,160.84,167.5,46044300,0,0,43.26,44.35,43.04,44.3,123872000,0.0,0.0,1699.24,1730.82,1680.89,1729.56,5679100,0,0,345.0,353.61,343.25,353.4,7891600,0,0,1044.49,1058.44,1036.03,1054.49,3025600,0,0,119.52,121.49,118.9,121.37,29382600,0.0,0
2019-06-05,167.48,168.72,164.63,168.17,19758300,0,0,45.44,45.62,44.67,45.02,119093600,0.0,0.0,1749.6,1752.0,1715.25,1738.5,4239800,0,0,354.38,357.88,348.71,355.73,5020100,0,0,1055.0,1056.81,1033.0,1044.64,2349400,0,0,123.13,124.04,122.4,124.0,24926100,0.0,0
2019-06-06,168.3,169.7,167.23,168.33,12446400,0,0,45.15,45.74,44.92,45.68,90105200,0.0,0.0,1737.71,1760.0,1726.13,1754.36,3689300,0,0,354.84,358.21,352.09,357.13,3710000,0,0,1046.21,1050.0,1035.51,1047.76,1451000,0,0,124.6,126.11,123.77,125.96,21459000,0.0,0
2019-06-07,170.17,173.87,168.84,173.35,16917300,0,0,45.99,47.33,45.81,46.89,122737600,0.0,0.0,1763.7,1806.25,1759.49,1804.03,4808200,0,0,357.39,365.15,355.69,360.87,4777300,0,0,1054.28,1073.43,1051.15,1068.37,2191400,0,0,127.31,130.33,126.4,129.49,33885600,0.0,0
2019-06-10,174.75,177.86,173.8,174.82,14767900,0,0,47.3,48.18,47.25,47.49,104883600,0.0,0.0,1822.0,1884.87,1818.0,1860.63,5371000,0,0,363.65,367.1,349.29,352.01,7810300,0,0,1077.0,1094.84,1075.28,1082.76,1425500,0,0,130.48,132.13,130.08,130.67,26477100,0.0,0
2019-06-11,178.48,179.98,176.79,178.1,15266600,0,0,48.05,48.33,47.74,48.04,107731600,0.0,0.0,1883.25,1893.7,1858.0,1863.7,4042700,0,0,355.0,357.58,348.5,351.27,5396700,0,0,1096.99,1104.01,1079.57,1081.04,1675400,0,0,131.93,132.29,129.37,130.18,23913700,0.0,0
2019-06-12,178.38,179.27,172.88,175.04,17681500,0,0,47.83,48.33,47.69,47.89,73012800,0.0,0.0,1853.98,1865.0,1844.38,1855.32,2674500,0,0,351.82,353.61,343.23,345.56,4584700,0,0,1079.95,1082.52,1069.6,1079.1,1183500,0,0,129.49,130.05,128.81,129.58,17084700,0.0,0
2019-06-13,175.53,178.03,174.61,177.47,12253600,0,0,48.01,48.53,47.74,47.88,86698400,0.0,0.0,1866.72,1883.09,1862.22,1870.3,2795800,0,0,347.23,348.5,339.25,343.43,6209300,0,0,1084.71,1096.59,1082.57,1091.01,1040700,0,0,130.06,131.07,129.65,130.4,17200800,0.0,0
2019-06-14,180.51,181.84,180.0,181.33,16773700,0,0,47.24,47.74,46.93,47.53,75046000,0.0,0.0,1864.0,1876.0,1859.0,1869.67,2851200,0,0,341.63,343.4,336.16,339.73,5019000,0,0,1089.74,1094.76,1081.48,1086.3,1229100,0,0,130.34,131.84,129.73,130.52,17821700,0.0,0
2019-06-17,185.01,189.5,184.41,189.01,29459900,0,0,47.57,48.08,47.39,47.81,58676400,0.0,0.0,1876.5,1895.69,1875.45,1886.03,2634300,0,0,342.69,351.77,342.06,350.62,5358200,0,0,1089.1,1101.28,1088.0,1093.89,988500,0,0,130.7,131.79,130.6,130.92,14517800,0.0,0
2019-06-18,194.0,194.53,187.28,188.47,37571400,0,0,48.35,49.39,48.14,48.94,106204000,0.0,0.0,1901.35,1921.67,1899.79,1901.37,3895700,0,0,355.57,361.5,353.75,357.12,5428500,0,0,1111.5,1118.78,1100.79,1105.24,1726300,0,0,132.24,133.27,131.63,133.2,25934500,0.0,0
2019-06-19,187.0,188.1,184.55,187.48,21417100,0,0,49.24,49.29,48.66,48.8,84496800,0.0,0.0,1907.84,1919.58,1892.47,1908.79,2895300,0,0,361.72,364.74,356.12,363.52,5667200,0,0,1107.24,1109.43,1096.03,1104.51,1335700,0,0,133.04,133.95,131.86,133.72,23744400,0.0,0
2019-06-20,190.95,191.16,187.64,189.53,14635700,0,0,49.41,49.47,48.84,49.19,86056000,0.0,0.0,1933.33,1935.2,1905.8,1918.19,3217200,0,0,365.91,370.12,361.22,365.21,5899500,0,0,1121.7,1122.72,1107.0,1113.2,1200900,0,0,135.45,135.66,133.75,134.96,33042600,0.0,0
2019-06-21,188.75,192.0,188.75,191.14,22751200,0,0,49.03,49.53,48.87,49.02,191202400,0.0,0.0,1916.1,1925.95,1907.58,1911.3,3933600,0,0,365.0,371.45,365.0,369.21,7448400,0,0,1109.86,1126.57,1109.72,1125.37,2538700,0,0,134.59,135.73,134.48,134.98,36727900,0.0,0
2019-06-24,192.42,193.98,191.57,192.6,15509000,0,0,48.96,49.36,48.87,48.97,72881600,0.0,0.0,1912.66,1916.86,1901.3,1913.9,2283000,0,0,370.27,375.0,370.2,371.04,4830200,0,0,1120.0,1123.57,1113.31,1116.7,1211800,0,0,135.01,136.39,135.01,135.78,20628800,0.0,0
2019-06-25,192.88,193.14,188.13,188.84,16750300,0,0,48.93,49.14,48.16,48.23,84281200,0.0,0.0,1911.84,1916.39,1872.42,1878.27,3012300,0,0,370.75,371.0,358.29,360.3,5750400,0,0,1115.08,1115.7,1084.6,1087.58,1582200,0,0,135.25,135.59,130.8,131.49,33327400,0.0,0
2019-06-26,189.54,190.76,187.31,187.66,12808600,0,0,48.77,49.57,48.67,49.27,104270000,0.0,0.0,1892.48,1903.8,1887.32,1897.83,2441900,0,0,361.6,366.79,361.6,362.2,3669700,0,0,1091.0,1095.12,1073.69,1080.32,1734900,0,0,132.4,133.77,131.66,131.98,23657700,0.0,0
2019-06-27,189.88,198.88,188.27,189.5,11159000,0,0,49.39,49.71,49.22,49.26,83598800,0.0,0.0,1902.0,1911.24,1898.04,1904.28,2141700,0,0,363.2,370.85,363.2,370.02,4138600,0,0,1086.75,1088.46,1075.85,1076.63,1203900,0,0,132.19,132.75,131.57,132.2,16557500,0.0,0
2019-06-28,190.55,193.2,189.94,193.0,16378900,0,0,49.0,49.2,48.59,48.81,124442400,0.0,0.0,1909.1,1912.94,1884.0,1893.63,3037400,0,0,370.26,371.54,364.87,367.32,4592700,0,0,1077.23,1082.8,1073.8,1082.8,1683600,0,0,132.61,132.64,131.22,132.01,30043000,0.0,0
2019-07-01,195.21,195.28,191.93,193.0,14204700,0,0,50.1,50.43,49.48,49.7,109012000,0.0,0.0,1922.98,1929.82,1914.66,1922.19,3203300,0,0,373.5,376.66,372.0,374.6,4992600,0,0,1101.04,1108.59,1095.33,1100.0,1459800,0,0,134.64,134.71,133.01,133.71,22654200,0.0,0
2019-07-02,193.0,195.0,192.71,195.0,9050000,0,0,49.67,50.09,49.66,49.99,67740800,0.0,0.0,1919.38,1934.79,1906.63,1934.31,2645900,0,0,374.89,376.0,370.31,375.43,3625000,0,0,1104.83,1112.89,1099.67,1112.6,1031500,0,0,134.14,134.6,133.37,134.59,15237800,0.0,0
2019-07-03,194.16,197.4,194.16,197.2,10246100,0,0,50.13,50.42,49.98,50.41,45448000,0.0,0.0,1935.89,1941.59,1930.5,1939.0,1690300,0,0,376.69,381.99,375.84,381.72,3799000,0,0,1118.5,1127.99,1114.85,1122.99,1007700,0,0,134.81,135.74,134.31,135.46,13629300,0.0,0
2019-07-05,196.18,197.07,194.17,196.4,11164100,0,0,50.15,50.57,50.04,50.36,69062000,0.0,0.0,1928.6,1945.9,1925.3,1942.91,2628400,0,0,378.29,381.4,375.56,380.55,3732200,0,0,1119.37,1134.65,1117.5,1132.67,1489700,0,0,133.96,135.33,133.75,135.07,18141100,0.0,0
2019-07-08,195.19,196.68,193.64,195.76,9723900,0,0,49.52,49.67,48.93,49.33,101354400,0.0,0.0,1934.12,1956.0,1928.25,1952.32,2883400,0,0,378.19,378.25,375.36,376.16,3113400,0,0,1125.87,1127.21,1111.76,1116.79,1494400,0,0,134.42,135.11,133.4,134.97,16779700,0.0,0
2019-07-09,194.97,199.46,194.89,199.21,14698600,0,0,49.12,49.69,49.03,49.63,82312000,0.0,0.0,1947.8,1990.01,1943.48,1988.3,4345700,0,0,379.06,384.76,377.5,379.93,6932800,0,0,1110.32,1127.86,1107.15,1124.29,1473600,0,0,134.02,134.98,133.83,134.48,19953100,0.0,0
2019-07-10,200.0,202.96,199.67,202.73,20571700,0,0,49.78,50.24,49.71,50.12,71588400,0.0,0.0,1996.51,2024.94,1995.4,2017.41,4931900,0,0,382.77,384.34,362.68,381.0,5878800,0,0,1132.32,1142.34,1130.66,1140.91,1535500,0,0,135.14,136.57,135.03,135.85,24204400,0.0,0
2019-07-11,203.26,203.8,200.21,201.23,13678500,0,0,50.14,50.4,49.74,49.75,80767200,0.0,0.0,2025.62,2035.8,1995.3,2001.07,4317800,0,0,381.1,384.54,378.8,379.5,4336300,0,0,1146.16,1153.24,1139.53,1144.08,1300200,0,0,136.19,137.2,135.87,136.39,22327900,0.0,0
2019-07-12,199.68,205.3,199.16,204.87,15366300,0,0,49.93,50.31,49.86,50.14,70380800,0.0,0.0,2008.27,2017.0,2003.87,2011.0,2509300,0,0,378.68,379.74,372.79,373.25,6636900,0,0,1142.93,1147.5,1138.56,1145.34,1093900,0,0,136.83,137.11,136.0,136.88,18936800,0.0,0
2019-07-15,204.25,205.33,201.82,203.91,16030300,0,0,50.33,50.77,50.31,50.61,67789600,0.0,0.0,2021.4,2022.9,2001.55,2020.99,2981300,0,0,372.94,373.68,362.3,366.6,7944700,0,0,1145.34,1150.68,1140.0,1150.51,1058200,0,0,137.41,137.51,136.45,136.88,16651500,0.0,0
2019-07-16,203.89,205.47,203.1,203.84,12132700,0,0,50.45,50.83,50.18,50.43,67467200,0.0,0.0,2010.58,2026.32,2001.22,2009.9,2618200,0,0,370.09,371.34,364.92,365.99,5863200,0,0,1146.73,1158.58,1146.73,1153.46,1267600,0,0,136.94,137.03,134.54,135.09,22726100,0.0,0
2019-07-17,204.18,204.36,201.59,201.8,12083700,0,0,50.32,50.58,50.13,50.15,56430000,0.0,0.0,2007.05,2012.0,1992.03,1992.03,2558800,0,0,366.25,366.5,361.75,362.44,13639500,0,0,1150.92,1158.44,1146.62,1146.74,976900,0,0,135.7,135.92,134.24,134.29,20211000,0.0,0
2019-07-18,200.15,202.47,199.38,200.78,11956600,0,0,50.31,50.77,50.23,50.72,74162400,0.0,0.0,1980.01,1987.5,1951.55,1977.9,3504300,0,0,323.76,329.85,320.3,325.21,31305900,0,0,1142.0,1148.17,1132.86,1147.24,1273800,0,0,133.58,134.63,132.71,134.44,30808700,0.0,0
2019-07-19,202.18,202.33,198.07,198.36,12098300,0,0,50.75,50.92,49.9,49.96,83717200,0.0,0.0,1991.21,1996.0,1962.23,1964.52,3185600,0,0,323.4,325.85,314.23,315.1,16302500,0,0,1149.32,1151.58,1131.25,1131.55,1159200,0,0,138.18,138.62,134.47,134.63,48992400,0.0,0
2019-07-22,199.91,202.57,198.81,202.32,13589000,0,0,50.22,51.1,50.21,51.1,89111600,0.0,0.0,1971.14,1989.0,1958.26,1985.63,2900000,0,0,312.0,314.54,305.81,310.62,17718000,0,0,1135.47,1140.02,1125.21,1139.21,1445700,0,0,135.41,137.17,135.33,136.42,25074900,0.0,0
2019-07-23,202.84,204.24,200.96,202.36,14583700,0,0,51.41,51.52,51.12,51.5,73420800,0.0,0.0,1995.99,1997.79,1973.13,1994.49,2703500,0,0,311.44,313.5,306.0,307.3,9171100,0,0,1143.45,1148.86,1132.85,1148.05,1032400,0,0,137.73,137.95,136.02,137.26,18034600,0.0,0
2019-07-24,197.63,204.81,197.22,204.66,32532500,0,0,51.21,51.58,51.09,51.46,59966400,0.0,0.0,1969.3,2001.3,1965.87,2000.81,2631300,0,0,310.51,319.99,307.25,317.94,11961800,0,0,1132.62,1145.46,1128.51,1139.73,1359600,0,0,136.88,138.69,136.83,138.67,20738300,0.0,0
2019-07-25,206.7,208.66,198.26,200.71,39889900,0,0,51.51,51.6,50.98,51.05,55638400,0.0,0.0,2001.0,2001.2,1972.72,1973.82,4136500,0,0,318.86,327.69,316.3,326.46,10798500,0,0,1138.95,1143.59,1123.71,1135.94,2738100,0,0,138.39,138.57,137.29,138.15,18356900,0.0,0
2019-07-26,200.19,202.88,196.25,199.75,24434000,0,0,51.17,51.72,51.08,51.23,70475600,0.0,0.0,1942.0,1950.9,1924.51,1943.05,4927100,0,0,328.79,336.0,327.5,335.78,10847500,0,0,1228.0,1268.39,1228.0,1245.22,6060800,0,0,138.33,139.62,138.26,139.29,19037600,0.0,0
2019-07-29,199.0,199.63,195.3,195.94,16530800,0,0,51.41,51.95,51.4,51.71,86693600,0.0,0.0,1930.0,1932.23,1890.54,1912.45,4493200,0,0,335.98,336.4,328.77,332.7,5782800,0,0,1242.5,1248.99,1230.2,1241.84,2069100,0,0,139.44,139.45,137.34,138.98,16605900,0.0,0
2019-07-30,195.39,198.71,193.5,197.04,11903600,0,0,51.48,51.83,51.12,51.49,135742800,0.0,0.0,1891.12,1909.89,1883.48,1898.53,2910900,0,0,329.2,329.65,323.23,325.93,6029300,0,0,1227.0,1236.91,1225.32,1228.0,1430800,0,0,138.1,139.17,137.77,138.31,16846500,0.0,0
2019-07-31,196.95,198.76,192.68,194.23,14593500,0,0,53.37,54.59,52.11,52.54,277125600,0.0,0.0,1898.11,1899.55,1849.44,1866.78,4470700,0,0,325.16,331.77,318.53,322.99,6259500,0,0,1224.87,1234.91,1208.18,1218.2,1998000,0,0,138.29,138.45,133.12,134.29,38598800,0.0,0
2019-08-01,194.17,198.47,190.88,192.73,17777000,0,0,52.75,53.77,50.98,51.4,216071600,0.0,0.0,1871.72,1897.92,1844.01,1855.32,4713300,0,0,324.25,328.58,318.74,319.5,6563200,0,0,1217.63,1236.3,1207.0,1211.78,1771300,0,0,135.01,138.89,134.94,136.05,40557500,0.0,0
2019-08-02,191.1,192.62,188.07,189.02,15297000,0,0,50.69,50.91,49.72,50.31,163448400,0.0,0.0,1845.07,1846.36,1808.02,1823.24,4956200,0,0,317.49,319.41,311.8,318.83,6280300,0,0,1203.0,1209.5,1190.0,1196.32,1745500,0,0,136.08,136.31,133.29,134.91,30791600,0.0,0
